ADM_CD,dong_name,통계청코드,도로명코드10,통계청코드8,도로명코드8,도로명코드,시도명,시군구,읍면동
11080710.0,서울특별시 성북구 월곡1동,1108071,1129071500,11080710.0,11290715,11290715,서울특별시,성북구,월곡제1동
11080760.0,서울특별시 성북구 장위1동,1108076,1129076000,11080760.0,11290760,11290760,서울특별시,성북구,장위제1동
11080770.0,서울특별시 성북구 장위2동,1108077,1129077000,11080770.0,11290770,11290770,서울특별시,성북구,장위제2동
11120520.0,서울특별시 은평구 불광1동,1112052,1138052000,11120520.0,11380520,11380520,서울특별시,은평구,불광제1동
11080840.0,서울특별시 성북구 종암동,1108084,1129070500,11080840.0,11290705,11290705,서울특별시,성북구,종암동
11080850.0,서울특별시 성북구 석관동,1108085,1129081000,11080850.0,11290810,11290810,서울특별시,성북구,석관동
11090600.0,서울특별시 강북구 번1동,1109060,1130559500,11090600.0,11305595,11305595,서울특별시,강북구,번1동
11090610.0,서울특별시 강북구 번2동,1109061,1130560300,11090610.0,11305603,11305603,서울특별시,강북구,번2동
11090620.0,서울특별시 강북구 번3동,1109062,1130560800,11090620.0,11305608,11305608,서울특별시,강북구,번3동
11090640.0,서울특별시 강북구 수유2동,1109064,1130562500,11090640.0,11305625,11305625,서울특별시,강북구,수유2동
