구동,동물미용업 동물미용업,동물병원 동물병원,동물약국 동물약국,미용업 기타,미용업 네일아트업,미용업 메이크업업,미용업 숙박업 기타,미용업 일반미용업,미용업 일반이용업,미용업 피부미용업,병원 병원,병원 요양병원(노인병원),병원 요양병원(일반요양병원),병원 정신병원,병원 종합병원,병원 치과병원,병원 한방병원,세탁업 빨래방업,세탁업 세탁업 기타,세탁업 운동화전문세탁업,세탁업 일반세탁업,약국 약국,영화상영관 영화상영관,의원 보건소,의원 보건지소,의원 의원,의원 조산원,의원 치과의원,의원 한의원,이용업 이용업 기타,이용업 일반이용업,일반음식점 감성주점,일반음식점 경양식,일반음식점 기타,일반음식점 김밥(도시락),일반음식점 까페,일반음식점 냉면집,일반음식점 라이브카페,일반음식점 복어취급,일반음식점 분식,일반음식점 뷔페식,일반음식점 식육(숯불구이),"일반음식점 외국음식전문점(인도,태국등)",일반음식점 이동조리,일반음식점 일반음식점,일반음식점 일식,일반음식점 전통찻집,일반음식점 정종/대포집/소주방,일반음식점 중국식,일반음식점 출장조리,일반음식점 커피숍,일반음식점 키즈카페,일반음식점 탕류(보신용),일반음식점 통닭(치킨),일반음식점 패밀리레스트랑,일반음식점 패스트푸드,일반음식점 한식,일반음식점 호프/통닭,일반음식점 횟집,제과점영업 제과점영업,제과점영업 푸드트럭,휴게음식점 고속도로,휴게음식점 공항,휴게음식점 과자점,휴게음식점 관광호텔,휴게음식점 극장,휴게음식점 기타 휴게음식점,휴게음식점 다방,휴게음식점 단란주점,휴게음식점 떡카페,휴게음식점 백화점,휴게음식점 아이스크림,휴게음식점 유원지,휴게음식점 일반조리판매,휴게음식점 전통찻집,휴게음식점 철도역구내,휴게음식점 커피숍,휴게음식점 키즈카페,휴게음식점 패스트푸드,휴게음식점 편의점,휴게음식점 푸드트럭,휴게음식점 호프/통닭,동물미용업,동물병원,동물약국,미용업,병원,세탁업,약국,영화상영관,의원,이용업,일반음식점,제과점영업,휴게음식점
광진구 군자동,3.0,2.0,4.0,0.0,13.0,5.0,0.0,54.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,19.0,0.0,9.0,6.0,0.0,2.0,0.0,23.0,32.0,6.0,5.0,0.0,1.0,0.0,27.0,1.0,5.0,7.0,0.0,0.0,31.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,134.0,40.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,41.0,0.0,2.0,13.0,5.0,0.0,3.0,2.0,4.0,87.0,0.0,11.0,9.0,9.0,34.0,2.0,344.0,6.0,96.0
광진구 능동,2.0,2.0,4.0,0.0,8.0,3.0,0.0,19.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,9.0,0.0,3.0,4.0,0.0,3.0,0.0,10.0,13.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,4.0,5.0,0.0,0.0,11.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,19.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,29.0,0.0,3.0,15.0,0.0,0.0,2.0,2.0,4.0,37.0,3.0,5.0,7.0,0.0,16.0,3.0,140.0,4.0,63.0
광진구 자양제1동,13.0,9.0,22.0,0.0,47.0,17.0,0.0,233.0,0.0,63.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,49.0,49.0,16.0,0.0,0.0,69.0,0.0,34.0,20.0,0.0,38.0,0.0,50.0,115.0,9.0,10.0,0.0,2.0,0.0,62.0,7.0,11.0,14.0,0.0,0.0,57.0,0.0,7.0,129.0,3.0,0.0,0.0,1.0,16.0,1.0,4.0,404.0,96.0,5.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,1.0,0.0,1.0,2.0,1.0,0.0,63.0,0.0,0.0,138.0,1.0,15.0,59.0,2.0,0.0,13.0,9.0,22.0,360.0,3.0,52.0,49.0,16.0,123.0,38.0,1003.0,38.0,351.0
광진구 자양제2동,13.0,9.0,22.0,0.0,47.0,17.0,0.0,233.0,0.0,63.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,49.0,49.0,16.0,0.0,0.0,69.0,0.0,34.0,20.0,0.0,38.0,0.0,50.0,115.0,9.0,10.0,0.0,2.0,0.0,62.0,7.0,11.0,14.0,0.0,0.0,57.0,0.0,7.0,129.0,3.0,0.0,0.0,1.0,16.0,1.0,4.0,404.0,96.0,5.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,1.0,0.0,1.0,2.0,1.0,0.0,63.0,0.0,0.0,138.0,1.0,15.0,59.0,2.0,0.0,13.0,9.0,22.0,360.0,3.0,52.0,49.0,16.0,123.0,38.0,1003.0,38.0,351.0
광진구 자양제3동,13.0,9.0,22.0,0.0,47.0,17.0,0.0,233.0,0.0,63.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,49.0,49.0,16.0,0.0,0.0,69.0,0.0,34.0,20.0,0.0,38.0,0.0,50.0,115.0,9.0,10.0,0.0,2.0,0.0,62.0,7.0,11.0,14.0,0.0,0.0,57.0,0.0,7.0,129.0,3.0,0.0,0.0,1.0,16.0,1.0,4.0,404.0,96.0,5.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,1.0,0.0,1.0,2.0,1.0,0.0,63.0,0.0,0.0,138.0,1.0,15.0,59.0,2.0,0.0,13.0,9.0,22.0,360.0,3.0,52.0,49.0,16.0,123.0,38.0,1003.0,38.0,351.0
광진구 자양제4동,13.0,9.0,22.0,0.0,47.0,17.0,0.0,233.0,0.0,63.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,49.0,49.0,16.0,0.0,0.0,69.0,0.0,34.0,20.0,0.0,38.0,0.0,50.0,115.0,9.0,10.0,0.0,2.0,0.0,62.0,7.0,11.0,14.0,0.0,0.0,57.0,0.0,7.0,129.0,3.0,0.0,0.0,1.0,16.0,1.0,4.0,404.0,96.0,5.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,1.0,0.0,1.0,2.0,1.0,0.0,63.0,0.0,0.0,138.0,1.0,15.0,59.0,2.0,0.0,13.0,9.0,22.0,360.0,3.0,52.0,49.0,16.0,123.0,38.0,1003.0,38.0,351.0
광진구 중곡제1동,19.0,7.0,18.0,0.0,51.0,19.0,0.0,216.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,43.0,0.0,0.0,0.0,66.0,0.0,27.0,16.0,0.0,27.0,0.0,29.0,92.0,11.0,51.0,0.0,5.0,0.0,69.0,0.0,12.0,2.0,0.0,0.0,56.0,0.0,19.0,20.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0,365.0,117.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,0.0,102.0,2.0,8.0,49.0,0.0,0.0,19.0,7.0,18.0,331.0,1.0,33.0,43.0,0.0,109.0,27.0,866.0,24.0,245.0
광진구 중곡제2동,19.0,7.0,18.0,0.0,51.0,19.0,0.0,216.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,43.0,0.0,0.0,0.0,66.0,0.0,27.0,16.0,0.0,27.0,0.0,29.0,92.0,11.0,51.0,0.0,5.0,0.0,69.0,0.0,12.0,2.0,0.0,0.0,56.0,0.0,19.0,20.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0,365.0,117.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,0.0,102.0,2.0,8.0,49.0,0.0,0.0,19.0,7.0,18.0,331.0,1.0,33.0,43.0,0.0,109.0,27.0,866.0,24.0,245.0
광진구 중곡제3동,19.0,7.0,18.0,0.0,51.0,19.0,0.0,216.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,43.0,0.0,0.0,0.0,66.0,0.0,27.0,16.0,0.0,27.0,0.0,29.0,92.0,11.0,51.0,0.0,5.0,0.0,69.0,0.0,12.0,2.0,0.0,0.0,56.0,0.0,19.0,20.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0,365.0,117.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,0.0,102.0,2.0,8.0,49.0,0.0,0.0,19.0,7.0,18.0,331.0,1.0,33.0,43.0,0.0,109.0,27.0,866.0,24.0,245.0
광진구 중곡제4동,19.0,7.0,18.0,0.0,51.0,19.0,0.0,216.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,43.0,0.0,0.0,0.0,66.0,0.0,27.0,16.0,0.0,27.0,0.0,29.0,92.0,11.0,51.0,0.0,5.0,0.0,69.0,0.0,12.0,2.0,0.0,0.0,56.0,0.0,19.0,20.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0,365.0,117.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,0.0,102.0,2.0,8.0,49.0,0.0,0.0,19.0,7.0,18.0,331.0,1.0,33.0,43.0,0.0,109.0,27.0,866.0,24.0,245.0
광진구 화양동,2.0,2.0,8.0,0.0,26.0,12.0,0.0,72.0,0.0,35.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0,1.0,0.0,0.0,36.0,0.0,7.0,7.0,0.0,3.0,7.0,74.0,115.0,3.0,24.0,0.0,1.0,0.0,63.0,0.0,12.0,12.0,0.0,0.0,62.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,303.0,138.0,4.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,2.0,0.0,2.0,0.0,1.0,0.0,30.0,0.0,2.0,96.0,0.0,8.0,32.0,1.0,0.0,2.0,2.0,8.0,145.0,3.0,10.0,15.0,1.0,50.0,3.0,889.0,16.0,207.0
구로구 가리봉동,0.0,0.0,2.0,0.0,6.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,70.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,43.0,1.0,4.0,3.0,0.0,9.0,6.0,211.0,0.0,21.0
구로구 개봉제1동,9.0,6.0,16.0,3.0,25.0,7.0,0.0,180.0,0.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,28.0,1.0,0.0,0.0,44.0,0.0,29.0,12.0,1.0,14.0,0.0,7.0,47.0,2.0,1.0,0.0,1.0,0.0,48.0,0.0,8.0,3.0,0.0,0.0,9.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,229.0,78.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0,0.0,2.0,0.0,18.0,0.0,1.0,71.0,1.0,11.0,37.0,0.0,0.0,9.0,6.0,16.0,255.0,3.0,28.0,28.0,1.0,85.0,15.0,489.0,20.0,171.0
구로구 개봉제2동,9.0,6.0,16.0,3.0,25.0,7.0,0.0,180.0,0.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,28.0,1.0,0.0,0.0,44.0,0.0,29.0,12.0,1.0,14.0,0.0,7.0,47.0,2.0,1.0,0.0,1.0,0.0,48.0,0.0,8.0,3.0,0.0,0.0,9.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,229.0,78.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0,0.0,2.0,0.0,18.0,0.0,1.0,71.0,1.0,11.0,37.0,0.0,0.0,9.0,6.0,16.0,255.0,3.0,28.0,28.0,1.0,85.0,15.0,489.0,20.0,171.0
구로구 개봉제3동,9.0,6.0,16.0,3.0,25.0,7.0,0.0,180.0,0.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,28.0,1.0,0.0,0.0,44.0,0.0,29.0,12.0,1.0,14.0,0.0,7.0,47.0,2.0,1.0,0.0,1.0,0.0,48.0,0.0,8.0,3.0,0.0,0.0,9.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,229.0,78.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0,0.0,2.0,0.0,18.0,0.0,1.0,71.0,1.0,11.0,37.0,0.0,0.0,9.0,6.0,16.0,255.0,3.0,28.0,28.0,1.0,85.0,15.0,489.0,20.0,171.0
구로구 고척제1동,7.0,5.0,11.0,2.0,17.0,6.0,0.0,104.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,17.0,0.0,0.0,0.0,30.0,0.0,13.0,7.0,0.0,13.0,0.0,8.0,55.0,1.0,6.0,0.0,1.0,1.0,61.0,0.0,4.0,7.0,0.0,0.0,14.0,0.0,4.0,22.0,1.0,0.0,0.0,1.0,16.0,2.0,3.0,193.0,67.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,0.0,43.0,2.0,8.0,35.0,0.0,0.0,7.0,5.0,11.0,152.0,2.0,17.0,17.0,0.0,50.0,13.0,470.0,17.0,132.0
구로구 고척제2동,7.0,5.0,11.0,2.0,17.0,6.0,0.0,104.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,17.0,0.0,0.0,0.0,30.0,0.0,13.0,7.0,0.0,13.0,0.0,8.0,55.0,1.0,6.0,0.0,1.0,1.0,61.0,0.0,4.0,7.0,0.0,0.0,14.0,0.0,4.0,22.0,1.0,0.0,0.0,1.0,16.0,2.0,3.0,193.0,67.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,0.0,43.0,2.0,8.0,35.0,0.0,0.0,7.0,5.0,11.0,152.0,2.0,17.0,17.0,0.0,50.0,13.0,470.0,17.0,132.0
구로구 구로제1동,10.0,7.0,29.0,4.0,72.0,15.0,0.0,263.0,0.0,74.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,78.0,18.0,1.0,1.0,117.0,0.0,61.0,23.0,0.0,37.0,2.0,59.0,213.0,6.0,11.0,2.0,4.0,4.0,153.0,18.0,18.0,19.0,0.0,0.0,90.0,1.0,11.0,196.0,1.0,0.0,0.0,3.0,52.0,8.0,13.0,967.0,326.0,11.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,8.0,0.0,0.0,10.0,3.0,0.0,46.0,1.0,2.0,223.0,2.0,29.0,94.0,1.0,0.0,10.0,7.0,29.0,428.0,3.0,58.0,78.0,18.0,203.0,37.0,2188.0,39.0,491.0
구로구 구로제2동,10.0,7.0,29.0,4.0,72.0,15.0,0.0,263.0,0.0,74.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,78.0,18.0,1.0,1.0,117.0,0.0,61.0,23.0,0.0,37.0,2.0,59.0,213.0,6.0,11.0,2.0,4.0,4.0,153.0,18.0,18.0,19.0,0.0,0.0,90.0,1.0,11.0,196.0,1.0,0.0,0.0,3.0,52.0,8.0,13.0,967.0,326.0,11.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,8.0,0.0,0.0,10.0,3.0,0.0,46.0,1.0,2.0,223.0,2.0,29.0,94.0,1.0,0.0,10.0,7.0,29.0,428.0,3.0,58.0,78.0,18.0,203.0,37.0,2188.0,39.0,491.0
구로구 구로제3동,10.0,7.0,29.0,4.0,72.0,15.0,0.0,263.0,0.0,74.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,78.0,18.0,1.0,1.0,117.0,0.0,61.0,23.0,0.0,37.0,2.0,59.0,213.0,6.0,11.0,2.0,4.0,4.0,153.0,18.0,18.0,19.0,0.0,0.0,90.0,1.0,11.0,196.0,1.0,0.0,0.0,3.0,52.0,8.0,13.0,967.0,326.0,11.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,8.0,0.0,0.0,10.0,3.0,0.0,46.0,1.0,2.0,223.0,2.0,29.0,94.0,1.0,0.0,10.0,7.0,29.0,428.0,3.0,58.0,78.0,18.0,203.0,37.0,2188.0,39.0,491.0
구로구 구로제4동,10.0,7.0,29.0,4.0,72.0,15.0,0.0,263.0,0.0,74.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,78.0,18.0,1.0,1.0,117.0,0.0,61.0,23.0,0.0,37.0,2.0,59.0,213.0,6.0,11.0,2.0,4.0,4.0,153.0,18.0,18.0,19.0,0.0,0.0,90.0,1.0,11.0,196.0,1.0,0.0,0.0,3.0,52.0,8.0,13.0,967.0,326.0,11.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,8.0,0.0,0.0,10.0,3.0,0.0,46.0,1.0,2.0,223.0,2.0,29.0,94.0,1.0,0.0,10.0,7.0,29.0,428.0,3.0,58.0,78.0,18.0,203.0,37.0,2188.0,39.0,491.0
구로구 구로제5동,10.0,7.0,29.0,4.0,72.0,15.0,0.0,263.0,0.0,74.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,78.0,18.0,1.0,1.0,117.0,0.0,61.0,23.0,0.0,37.0,2.0,59.0,213.0,6.0,11.0,2.0,4.0,4.0,153.0,18.0,18.0,19.0,0.0,0.0,90.0,1.0,11.0,196.0,1.0,0.0,0.0,3.0,52.0,8.0,13.0,967.0,326.0,11.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,8.0,0.0,0.0,10.0,3.0,0.0,46.0,1.0,2.0,223.0,2.0,29.0,94.0,1.0,0.0,10.0,7.0,29.0,428.0,3.0,58.0,78.0,18.0,203.0,37.0,2188.0,39.0,491.0
구로구 수궁동,2.0,1.0,2.0,0.0,2.0,1.0,0.0,29.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,4.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,62.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,19.0,0.0,1.0,17.0,0.0,0.0,2.0,1.0,2.0,36.0,0.0,9.0,4.0,0.0,13.0,3.0,102.0,6.0,49.0
구로구 신도림동,6.0,5.0,7.0,1.0,15.0,8.0,0.0,51.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,5.0,0.0,0.0,32.0,0.0,17.0,4.0,0.0,5.0,0.0,10.0,32.0,1.0,0.0,0.0,0.0,0.0,17.0,14.0,1.0,4.0,0.0,0.0,17.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,120.0,24.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,17.0,1.0,0.0,11.0,0.0,5.0,50.0,2.0,8.0,16.0,2.0,0.0,6.0,5.0,7.0,102.0,0.0,12.0,14.0,5.0,53.0,5.0,270.0,18.0,131.0
구로구 오류제1동,5.0,3.0,5.0,1.0,14.0,2.0,0.0,78.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,1.0,27.0,0.0,15.0,10.0,0.0,10.0,0.0,7.0,35.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,3.0,1.0,0.0,0.0,11.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,147.0,39.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,36.0,0.0,9.0,30.0,0.0,0.0,5.0,3.0,5.0,105.0,2.0,15.0,16.0,0.0,53.0,10.0,314.0,8.0,100.0
구로구 오류제2동,5.0,4.0,8.0,1.0,16.0,2.0,0.0,91.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,17.0,0.0,0.0,1.0,33.0,0.0,20.0,11.0,0.0,10.0,0.0,7.0,38.0,2.0,0.0,0.0,0.0,0.0,30.0,1.0,3.0,1.0,0.0,0.0,12.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,155.0,44.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,47.0,0.0,10.0,34.0,0.0,0.0,5.0,4.0,8.0,120.0,2.0,16.0,17.0,0.0,65.0,10.0,338.0,11.0,122.0
구로구 항동,3.0,2.0,2.0,0.0,6.0,1.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2.0,2.0,11.0,0.0,0.0,3.0,2.0,2.0,24.0,0.0,1.0,1.0,0.0,8.0,0.0,55.0,3.0,44.0
금천구 가산동,2.0,0.0,12.0,2.0,22.0,8.0,0.0,55.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,6.0,0.0,0.0,35.0,0.0,24.0,7.0,0.0,9.0,0.0,43.0,124.0,1.0,12.0,2.0,0.0,0.0,49.0,4.0,25.0,18.0,0.0,0.0,67.0,0.0,14.0,73.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,579.0,78.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,1.0,3.0,0.0,19.0,0.0,6.0,222.0,0.0,13.0,88.0,11.0,0.0,2.0,0.0,12.0,104.0,1.0,12.0,15.0,6.0,66.0,9.0,1112.0,20.0,395.0
금천구 독산제1동,18.0,9.0,20.0,4.0,40.0,10.0,0.0,233.0,0.0,42.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,41.0,8.0,0.0,0.0,50.0,0.0,36.0,12.0,1.0,28.0,0.0,28.0,96.0,2.0,8.0,0.0,3.0,0.0,79.0,1.0,22.0,6.0,0.0,0.0,17.0,0.0,48.0,84.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,545.0,185.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,2.0,0.0,3.0,0.0,54.0,0.0,0.0,123.0,1.0,11.0,74.0,0.0,0.0,18.0,9.0,20.0,329.0,4.0,57.0,41.0,8.0,98.0,29.0,1161.0,23.0,313.0
금천구 독산제2동,18.0,9.0,20.0,4.0,40.0,10.0,0.0,233.0,0.0,42.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,41.0,8.0,0.0,0.0,50.0,0.0,36.0,12.0,1.0,28.0,0.0,28.0,96.0,2.0,8.0,0.0,3.0,0.0,79.0,1.0,22.0,6.0,0.0,0.0,17.0,0.0,48.0,84.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,545.0,185.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,2.0,0.0,3.0,0.0,54.0,0.0,0.0,123.0,1.0,11.0,74.0,0.0,0.0,18.0,9.0,20.0,329.0,4.0,57.0,41.0,8.0,98.0,29.0,1161.0,23.0,313.0
금천구 독산제3동,18.0,9.0,20.0,4.0,40.0,10.0,0.0,233.0,0.0,42.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,41.0,8.0,0.0,0.0,50.0,0.0,36.0,12.0,1.0,28.0,0.0,28.0,96.0,2.0,8.0,0.0,3.0,0.0,79.0,1.0,22.0,6.0,0.0,0.0,17.0,0.0,48.0,84.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,545.0,185.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,2.0,0.0,3.0,0.0,54.0,0.0,0.0,123.0,1.0,11.0,74.0,0.0,0.0,18.0,9.0,20.0,329.0,4.0,57.0,41.0,8.0,98.0,29.0,1161.0,23.0,313.0
금천구 독산제4동,18.0,9.0,20.0,4.0,40.0,10.0,0.0,233.0,0.0,42.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,41.0,8.0,0.0,0.0,50.0,0.0,36.0,12.0,1.0,28.0,0.0,28.0,96.0,2.0,8.0,0.0,3.0,0.0,79.0,1.0,22.0,6.0,0.0,0.0,17.0,0.0,48.0,84.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,545.0,185.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,2.0,0.0,3.0,0.0,54.0,0.0,0.0,123.0,1.0,11.0,74.0,0.0,0.0,18.0,9.0,20.0,329.0,4.0,57.0,41.0,8.0,98.0,29.0,1161.0,23.0,313.0
금천구 시흥제1동,15.0,7.0,23.0,4.0,29.0,7.0,0.0,211.0,0.0,34.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,40.0,43.0,0.0,1.0,0.0,70.0,0.0,33.0,14.0,0.0,37.0,2.0,15.0,57.0,1.0,3.0,0.0,3.0,0.0,66.0,2.0,23.0,4.0,0.0,0.0,20.0,0.0,36.0,48.0,0.0,0.0,0.0,1.0,29.0,2.0,5.0,424.0,114.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,9.0,0.0,0.0,1.0,3.0,0.0,42.0,0.0,1.0,86.0,1.0,13.0,55.0,2.0,0.0,15.0,7.0,23.0,285.0,5.0,40.0,43.0,0.0,118.0,37.0,864.0,29.0,264.0
