구동,동물미용업 동물미용업,동물병원 동물병원,동물약국 동물약국,미용업 기타,미용업 네일아트업,미용업 메이크업업,미용업 숙박업 기타,미용업 일반미용업,미용업 일반이용업,미용업 피부미용업,병원 병원,병원 요양병원(노인병원),병원 요양병원(일반요양병원),병원 정신병원,병원 종합병원,병원 치과병원,병원 한방병원,세탁업 빨래방업,세탁업 세탁업 기타,세탁업 운동화전문세탁업,세탁업 일반세탁업,약국 약국,영화상영관 영화상영관,의원 보건소,의원 보건지소,의원 의원,의원 조산원,의원 치과의원,의원 한의원,이용업 이용업 기타,이용업 일반이용업,일반음식점 감성주점,일반음식점 경양식,일반음식점 기타,일반음식점 김밥(도시락),일반음식점 까페,일반음식점 냉면집,일반음식점 라이브카페,일반음식점 복어취급,일반음식점 분식,일반음식점 뷔페식,일반음식점 식육(숯불구이),"일반음식점 외국음식전문점(인도,태국등)",일반음식점 이동조리,일반음식점 일반음식점,일반음식점 일식,일반음식점 전통찻집,일반음식점 정종/대포집/소주방,일반음식점 중국식,일반음식점 출장조리,일반음식점 커피숍,일반음식점 키즈카페,일반음식점 탕류(보신용),일반음식점 통닭(치킨),일반음식점 패밀리레스트랑,일반음식점 패스트푸드,일반음식점 한식,일반음식점 호프/통닭,일반음식점 횟집,제과점영업 제과점영업,제과점영업 푸드트럭,휴게음식점 고속도로,휴게음식점 공항,휴게음식점 과자점,휴게음식점 관광호텔,휴게음식점 극장,휴게음식점 기타 휴게음식점,휴게음식점 다방,휴게음식점 단란주점,휴게음식점 떡카페,휴게음식점 백화점,휴게음식점 아이스크림,휴게음식점 유원지,휴게음식점 일반조리판매,휴게음식점 전통찻집,휴게음식점 철도역구내,휴게음식점 커피숍,휴게음식점 키즈카페,휴게음식점 패스트푸드,휴게음식점 편의점,휴게음식점 푸드트럭,휴게음식점 호프/통닭,동물미용업,동물병원,동물약국,미용업,병원,세탁업,약국,영화상영관,의원,이용업,일반음식점,제과점영업,휴게음식점
금천구 시흥제2동,15.0,7.0,23.0,4.0,29.0,7.0,0.0,211.0,0.0,34.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,40.0,43.0,0.0,1.0,0.0,70.0,0.0,33.0,14.0,0.0,37.0,2.0,15.0,57.0,1.0,3.0,0.0,3.0,0.0,66.0,2.0,23.0,4.0,0.0,0.0,20.0,0.0,36.0,48.0,0.0,0.0,0.0,1.0,29.0,2.0,5.0,424.0,114.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,9.0,0.0,0.0,1.0,3.0,0.0,42.0,0.0,1.0,86.0,1.0,13.0,55.0,2.0,0.0,15.0,7.0,23.0,285.0,5.0,40.0,43.0,0.0,118.0,37.0,864.0,29.0,264.0
금천구 시흥제3동,15.0,7.0,23.0,4.0,29.0,7.0,0.0,211.0,0.0,34.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,40.0,43.0,0.0,1.0,0.0,70.0,0.0,33.0,14.0,0.0,37.0,2.0,15.0,57.0,1.0,3.0,0.0,3.0,0.0,66.0,2.0,23.0,4.0,0.0,0.0,20.0,0.0,36.0,48.0,0.0,0.0,0.0,1.0,29.0,2.0,5.0,424.0,114.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,9.0,0.0,0.0,1.0,3.0,0.0,42.0,0.0,1.0,86.0,1.0,13.0,55.0,2.0,0.0,15.0,7.0,23.0,285.0,5.0,40.0,43.0,0.0,118.0,37.0,864.0,29.0,264.0
금천구 시흥제4동,15.0,7.0,23.0,4.0,29.0,7.0,0.0,211.0,0.0,34.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,40.0,43.0,0.0,1.0,0.0,70.0,0.0,33.0,14.0,0.0,37.0,2.0,15.0,57.0,1.0,3.0,0.0,3.0,0.0,66.0,2.0,23.0,4.0,0.0,0.0,20.0,0.0,36.0,48.0,0.0,0.0,0.0,1.0,29.0,2.0,5.0,424.0,114.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,9.0,0.0,0.0,1.0,3.0,0.0,42.0,0.0,1.0,86.0,1.0,13.0,55.0,2.0,0.0,15.0,7.0,23.0,285.0,5.0,40.0,43.0,0.0,118.0,37.0,864.0,29.0,264.0
금천구 시흥제5동,15.0,7.0,23.0,4.0,29.0,7.0,0.0,211.0,0.0,34.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,40.0,43.0,0.0,1.0,0.0,70.0,0.0,33.0,14.0,0.0,37.0,2.0,15.0,57.0,1.0,3.0,0.0,3.0,0.0,66.0,2.0,23.0,4.0,0.0,0.0,20.0,0.0,36.0,48.0,0.0,0.0,0.0,1.0,29.0,2.0,5.0,424.0,114.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,9.0,0.0,0.0,1.0,3.0,0.0,42.0,0.0,1.0,86.0,1.0,13.0,55.0,2.0,0.0,15.0,7.0,23.0,285.0,5.0,40.0,43.0,0.0,118.0,37.0,864.0,29.0,264.0
노원구 공릉1동,12.0,8.0,22.0,0.0,46.0,8.0,0.0,163.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,41.0,0.0,0.0,0.0,55.0,0.0,31.0,11.0,0.0,22.0,3.0,43.0,143.0,2.0,10.0,0.0,1.0,2.0,65.0,0.0,17.0,11.0,0.0,0.0,47.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,14.0,4.0,3.0,331.0,93.0,6.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,3.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,120.0,0.0,20.0,47.0,7.0,0.0,12.0,8.0,22.0,248.0,1.0,22.0,41.0,0.0,97.0,22.0,825.0,32.0,286.0
노원구 공릉2동,12.0,8.0,22.0,0.0,46.0,8.0,0.0,163.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,41.0,0.0,0.0,0.0,55.0,0.0,31.0,11.0,0.0,22.0,3.0,43.0,143.0,2.0,10.0,0.0,1.0,2.0,65.0,0.0,17.0,11.0,0.0,0.0,47.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,14.0,4.0,3.0,331.0,93.0,6.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,3.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,120.0,0.0,20.0,47.0,7.0,0.0,12.0,8.0,22.0,248.0,1.0,22.0,41.0,0.0,97.0,22.0,825.0,32.0,286.0
노원구 상계10동,43.0,19.0,41.0,0.0,79.0,39.0,0.0,380.0,0.0,125.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,56.0,104.0,17.0,0.0,0.0,198.0,0.0,89.0,48.0,4.0,43.0,58.0,60.0,188.0,5.0,14.0,3.0,8.0,0.0,125.0,3.0,27.0,15.0,0.0,0.0,92.0,0.0,8.0,65.0,0.0,0.0,3.0,0.0,29.0,6.0,5.0,738.0,229.0,9.0,69.0,0.0,0.0,0.0,2.0,0.0,1.0,108.0,6.0,0.0,3.0,9.0,11.0,0.0,66.0,2.0,2.0,204.0,0.0,28.0,86.0,2.0,0.0,43.0,19.0,41.0,623.0,9.0,57.0,104.0,17.0,335.0,47.0,1690.0,69.0,530.0
노원구 상계1동,43.0,19.0,41.0,0.0,79.0,39.0,0.0,380.0,0.0,125.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,56.0,104.0,17.0,0.0,0.0,198.0,0.0,89.0,48.0,4.0,43.0,58.0,60.0,188.0,5.0,14.0,3.0,8.0,0.0,125.0,3.0,27.0,15.0,0.0,0.0,92.0,0.0,8.0,65.0,0.0,0.0,3.0,0.0,29.0,6.0,5.0,738.0,229.0,9.0,69.0,0.0,0.0,0.0,2.0,0.0,1.0,108.0,6.0,0.0,3.0,9.0,11.0,0.0,66.0,2.0,2.0,204.0,0.0,28.0,86.0,2.0,0.0,43.0,19.0,41.0,623.0,9.0,57.0,104.0,17.0,335.0,47.0,1690.0,69.0,530.0
노원구 상계2동,43.0,19.0,41.0,0.0,79.0,39.0,0.0,380.0,0.0,125.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,56.0,104.0,17.0,0.0,0.0,198.0,0.0,89.0,48.0,4.0,43.0,58.0,60.0,188.0,5.0,14.0,3.0,8.0,0.0,125.0,3.0,27.0,15.0,0.0,0.0,92.0,0.0,8.0,65.0,0.0,0.0,3.0,0.0,29.0,6.0,5.0,738.0,229.0,9.0,69.0,0.0,0.0,0.0,2.0,0.0,1.0,108.0,6.0,0.0,3.0,9.0,11.0,0.0,66.0,2.0,2.0,204.0,0.0,28.0,86.0,2.0,0.0,43.0,19.0,41.0,623.0,9.0,57.0,104.0,17.0,335.0,47.0,1690.0,69.0,530.0
노원구 상계34동,43.0,19.0,41.0,0.0,79.0,39.0,0.0,380.0,0.0,125.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,56.0,104.0,17.0,0.0,0.0,198.0,0.0,89.0,48.0,4.0,43.0,58.0,60.0,188.0,5.0,14.0,3.0,8.0,0.0,125.0,3.0,27.0,15.0,0.0,0.0,92.0,0.0,8.0,65.0,0.0,0.0,3.0,0.0,29.0,6.0,5.0,738.0,229.0,9.0,69.0,0.0,0.0,0.0,2.0,0.0,1.0,108.0,6.0,0.0,3.0,9.0,11.0,0.0,66.0,2.0,2.0,204.0,0.0,28.0,86.0,2.0,0.0,43.0,19.0,41.0,623.0,9.0,57.0,104.0,17.0,335.0,47.0,1690.0,69.0,530.0
노원구 상계5동,43.0,19.0,41.0,0.0,79.0,39.0,0.0,380.0,0.0,125.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,56.0,104.0,17.0,0.0,0.0,198.0,0.0,89.0,48.0,4.0,43.0,58.0,60.0,188.0,5.0,14.0,3.0,8.0,0.0,125.0,3.0,27.0,15.0,0.0,0.0,92.0,0.0,8.0,65.0,0.0,0.0,3.0,0.0,29.0,6.0,5.0,738.0,229.0,9.0,69.0,0.0,0.0,0.0,2.0,0.0,1.0,108.0,6.0,0.0,3.0,9.0,11.0,0.0,66.0,2.0,2.0,204.0,0.0,28.0,86.0,2.0,0.0,43.0,19.0,41.0,623.0,9.0,57.0,104.0,17.0,335.0,47.0,1690.0,69.0,530.0
노원구 상계67동,43.0,19.0,41.0,0.0,79.0,39.0,0.0,380.0,0.0,125.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,56.0,104.0,17.0,0.0,0.0,198.0,0.0,89.0,48.0,4.0,43.0,58.0,60.0,188.0,5.0,14.0,3.0,8.0,0.0,125.0,3.0,27.0,15.0,0.0,0.0,92.0,0.0,8.0,65.0,0.0,0.0,3.0,0.0,29.0,6.0,5.0,738.0,229.0,9.0,69.0,0.0,0.0,0.0,2.0,0.0,1.0,108.0,6.0,0.0,3.0,9.0,11.0,0.0,66.0,2.0,2.0,204.0,0.0,28.0,86.0,2.0,0.0,43.0,19.0,41.0,623.0,9.0,57.0,104.0,17.0,335.0,47.0,1690.0,69.0,530.0
노원구 상계8동,43.0,19.0,41.0,0.0,79.0,39.0,0.0,380.0,0.0,125.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,56.0,104.0,17.0,0.0,0.0,198.0,0.0,89.0,48.0,4.0,43.0,58.0,60.0,188.0,5.0,14.0,3.0,8.0,0.0,125.0,3.0,27.0,15.0,0.0,0.0,92.0,0.0,8.0,65.0,0.0,0.0,3.0,0.0,29.0,6.0,5.0,738.0,229.0,9.0,69.0,0.0,0.0,0.0,2.0,0.0,1.0,108.0,6.0,0.0,3.0,9.0,11.0,0.0,66.0,2.0,2.0,204.0,0.0,28.0,86.0,2.0,0.0,43.0,19.0,41.0,623.0,9.0,57.0,104.0,17.0,335.0,47.0,1690.0,69.0,530.0
노원구 상계9동,43.0,19.0,41.0,0.0,79.0,39.0,0.0,380.0,0.0,125.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,56.0,104.0,17.0,0.0,0.0,198.0,0.0,89.0,48.0,4.0,43.0,58.0,60.0,188.0,5.0,14.0,3.0,8.0,0.0,125.0,3.0,27.0,15.0,0.0,0.0,92.0,0.0,8.0,65.0,0.0,0.0,3.0,0.0,29.0,6.0,5.0,738.0,229.0,9.0,69.0,0.0,0.0,0.0,2.0,0.0,1.0,108.0,6.0,0.0,3.0,9.0,11.0,0.0,66.0,2.0,2.0,204.0,0.0,28.0,86.0,2.0,0.0,43.0,19.0,41.0,623.0,9.0,57.0,104.0,17.0,335.0,47.0,1690.0,69.0,530.0
노원구 월계1동,6.0,6.0,16.0,0.0,17.0,1.0,0.0,97.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,34.0,0.0,20.0,10.0,2.0,12.0,1.0,21.0,68.0,4.0,5.0,0.0,1.0,0.0,40.0,5.0,5.0,2.0,0.0,0.0,22.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,17.0,1.0,7.0,168.0,63.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,7.0,3.0,0.0,22.0,0.0,4.0,57.0,0.0,18.0,28.0,2.0,0.0,6.0,6.0,16.0,131.0,1.0,14.0,25.0,0.0,64.0,14.0,454.0,19.0,169.0
노원구 월계2동,6.0,6.0,16.0,0.0,17.0,1.0,0.0,97.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,34.0,0.0,20.0,10.0,2.0,12.0,1.0,21.0,68.0,4.0,5.0,0.0,1.0,0.0,40.0,5.0,5.0,2.0,0.0,0.0,22.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,17.0,1.0,7.0,168.0,63.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,7.0,3.0,0.0,22.0,0.0,4.0,57.0,0.0,18.0,28.0,2.0,0.0,6.0,6.0,16.0,131.0,1.0,14.0,25.0,0.0,64.0,14.0,454.0,19.0,169.0
노원구 월계3동,6.0,6.0,16.0,0.0,17.0,1.0,0.0,97.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,34.0,0.0,20.0,10.0,2.0,12.0,1.0,21.0,68.0,4.0,5.0,0.0,1.0,0.0,40.0,5.0,5.0,2.0,0.0,0.0,22.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,17.0,1.0,7.0,168.0,63.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,7.0,3.0,0.0,22.0,0.0,4.0,57.0,0.0,18.0,28.0,2.0,0.0,6.0,6.0,16.0,131.0,1.0,14.0,25.0,0.0,64.0,14.0,454.0,19.0,169.0
노원구 중계1동,15.0,11.0,21.0,0.0,32.0,7.0,0.0,143.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,40.0,11.0,0.0,0.0,64.0,0.0,35.0,15.0,0.0,22.0,0.0,17.0,68.0,4.0,4.0,0.0,3.0,0.0,65.0,4.0,3.0,6.0,0.0,0.0,27.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,20.0,0.0,10.0,220.0,64.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,5.0,0.0,0.0,6.0,5.0,0.0,36.0,1.0,0.0,95.0,4.0,16.0,27.0,1.0,0.0,15.0,11.0,21.0,222.0,1.0,24.0,40.0,11.0,114.0,22.0,540.0,29.0,250.0
노원구 중계23동,15.0,11.0,21.0,0.0,32.0,7.0,0.0,143.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,40.0,11.0,0.0,0.0,64.0,0.0,35.0,15.0,0.0,22.0,0.0,17.0,68.0,4.0,4.0,0.0,3.0,0.0,65.0,4.0,3.0,6.0,0.0,0.0,27.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,20.0,0.0,10.0,220.0,64.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,5.0,0.0,0.0,6.0,5.0,0.0,36.0,1.0,0.0,95.0,4.0,16.0,27.0,1.0,0.0,15.0,11.0,21.0,222.0,1.0,24.0,40.0,11.0,114.0,22.0,540.0,29.0,250.0
노원구 중계4동,58.0,30.0,62.0,0.0,111.0,46.0,0.0,523.0,0.0,165.0,3.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,79.0,144.0,28.0,0.0,0.0,262.0,0.0,124.0,63.0,4.0,65.0,58.0,77.0,256.0,9.0,18.0,3.0,11.0,0.0,190.0,7.0,30.0,21.0,0.0,0.0,119.0,0.0,8.0,86.0,0.0,0.0,4.0,0.0,49.0,6.0,15.0,958.0,293.0,12.0,98.0,0.0,0.0,0.0,2.0,0.0,1.0,162.0,11.0,0.0,3.0,15.0,16.0,0.0,102.0,3.0,2.0,299.0,4.0,44.0,113.0,3.0,0.0,58.0,30.0,62.0,845.0,10.0,81.0,144.0,28.0,449.0,69.0,2230.0,98.0,780.0
노원구 중계본동,15.0,11.0,21.0,0.0,32.0,7.0,0.0,143.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,40.0,11.0,0.0,0.0,64.0,0.0,35.0,15.0,0.0,22.0,0.0,17.0,68.0,4.0,4.0,0.0,3.0,0.0,65.0,4.0,3.0,6.0,0.0,0.0,27.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,20.0,0.0,10.0,220.0,64.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,5.0,0.0,0.0,6.0,5.0,0.0,36.0,1.0,0.0,95.0,4.0,16.0,27.0,1.0,0.0,15.0,11.0,21.0,222.0,1.0,24.0,40.0,11.0,114.0,22.0,540.0,29.0,250.0
노원구 하계1동,4.0,0.0,8.0,0.0,4.0,0.0,0.0,34.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,11.0,0.0,7.0,3.0,2.0,7.0,0.0,6.0,18.0,0.0,2.0,0.0,0.0,0.0,19.0,2.0,3.0,2.0,0.0,0.0,12.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,82.0,19.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,38.0,0.0,6.0,11.0,0.0,0.0,4.0,0.0,8.0,51.0,0.0,11.0,15.0,0.0,21.0,9.0,189.0,7.0,85.0
노원구 하계2동,4.0,0.0,8.0,0.0,4.0,0.0,0.0,34.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,11.0,0.0,7.0,3.0,2.0,7.0,0.0,6.0,18.0,0.0,2.0,0.0,0.0,0.0,19.0,2.0,3.0,2.0,0.0,0.0,12.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,82.0,19.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,38.0,0.0,6.0,11.0,0.0,0.0,4.0,0.0,8.0,51.0,0.0,11.0,15.0,0.0,21.0,9.0,189.0,7.0,85.0
도봉구 도봉제1동,6.0,4.0,6.0,1.0,13.0,3.0,0.0,81.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,17.0,9.0,0.0,0.0,0.0,10.0,0.0,4.0,3.0,2.0,15.0,0.0,10.0,38.0,4.0,7.0,0.0,1.0,0.0,26.0,1.0,22.0,0.0,0.0,1.0,11.0,1.0,4.0,11.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,239.0,62.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,41.0,1.0,2.0,27.0,2.0,0.0,6.0,4.0,6.0,113.0,2.0,21.0,9.0,0.0,17.0,17.0,451.0,11.0,99.0
도봉구 도봉제2동,6.0,4.0,6.0,1.0,13.0,3.0,0.0,81.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,17.0,9.0,0.0,0.0,0.0,10.0,0.0,4.0,3.0,2.0,15.0,0.0,10.0,38.0,4.0,7.0,0.0,1.0,0.0,26.0,1.0,22.0,0.0,0.0,1.0,11.0,1.0,4.0,11.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,239.0,62.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,41.0,1.0,2.0,27.0,2.0,0.0,6.0,4.0,6.0,113.0,2.0,21.0,9.0,0.0,17.0,17.0,451.0,11.0,99.0
도봉구 방학제1동,11.0,7.0,16.0,1.0,23.0,3.0,0.0,152.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,25.0,18.0,7.0,0.0,0.0,29.0,0.0,13.0,4.0,0.0,22.0,1.0,26.0,38.0,5.0,8.0,0.0,3.0,0.0,34.0,0.0,30.0,3.0,0.0,0.0,29.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,30.0,1.0,5.0,291.0,71.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,59.0,1.0,5.0,47.0,0.0,0.0,11.0,7.0,16.0,202.0,3.0,27.0,18.0,7.0,46.0,22.0,602.0,23.0,161.0
도봉구 방학제2동,11.0,7.0,16.0,1.0,23.0,3.0,0.0,152.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,25.0,18.0,7.0,0.0,0.0,29.0,0.0,13.0,4.0,0.0,22.0,1.0,26.0,38.0,5.0,8.0,0.0,3.0,0.0,34.0,0.0,30.0,3.0,0.0,0.0,29.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,30.0,1.0,5.0,291.0,71.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,59.0,1.0,5.0,47.0,0.0,0.0,11.0,7.0,16.0,202.0,3.0,27.0,18.0,7.0,46.0,22.0,602.0,23.0,161.0
도봉구 방학제3동,11.0,7.0,16.0,1.0,23.0,3.0,0.0,152.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,25.0,18.0,7.0,0.0,0.0,29.0,0.0,13.0,4.0,0.0,22.0,1.0,26.0,38.0,5.0,8.0,0.0,3.0,0.0,34.0,0.0,30.0,3.0,0.0,0.0,29.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,30.0,1.0,5.0,291.0,71.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,59.0,1.0,5.0,47.0,0.0,0.0,11.0,7.0,16.0,202.0,3.0,27.0,18.0,7.0,46.0,22.0,602.0,23.0,161.0
도봉구 쌍문제1동,15.0,8.0,15.0,2.0,34.0,7.0,0.0,155.0,0.0,28.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,26.0,18.0,0.0,0.0,0.0,24.0,0.0,12.0,6.0,0.0,13.0,0.0,21.0,48.0,7.0,0.0,0.0,0.0,0.0,37.0,2.0,17.0,1.0,0.0,0.0,22.0,2.0,1.0,19.0,0.0,0.0,2.0,0.0,21.0,1.0,3.0,207.0,54.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,65.0,0.0,6.0,44.0,1.0,0.0,15.0,8.0,15.0,226.0,6.0,30.0,18.0,0.0,42.0,13.0,467.0,10.0,173.0
도봉구 쌍문제2동,15.0,8.0,15.0,2.0,34.0,7.0,0.0,155.0,0.0,28.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,26.0,18.0,0.0,0.0,0.0,24.0,0.0,12.0,6.0,0.0,13.0,0.0,21.0,48.0,7.0,0.0,0.0,0.0,0.0,37.0,2.0,17.0,1.0,0.0,0.0,22.0,2.0,1.0,19.0,0.0,0.0,2.0,0.0,21.0,1.0,3.0,207.0,54.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,65.0,0.0,6.0,44.0,1.0,0.0,15.0,8.0,15.0,226.0,6.0,30.0,18.0,0.0,42.0,13.0,467.0,10.0,173.0
도봉구 쌍문제3동,15.0,8.0,15.0,2.0,34.0,7.0,0.0,155.0,0.0,28.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,26.0,18.0,0.0,0.0,0.0,24.0,0.0,12.0,6.0,0.0,13.0,0.0,21.0,48.0,7.0,0.0,0.0,0.0,0.0,37.0,2.0,17.0,1.0,0.0,0.0,22.0,2.0,1.0,19.0,0.0,0.0,2.0,0.0,21.0,1.0,3.0,207.0,54.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,65.0,0.0,6.0,44.0,1.0,0.0,15.0,8.0,15.0,226.0,6.0,30.0,18.0,0.0,42.0,13.0,467.0,10.0,173.0
도봉구 쌍문제4동,15.0,8.0,15.0,2.0,34.0,7.0,0.0,155.0,0.0,28.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,26.0,18.0,0.0,0.0,0.0,24.0,0.0,12.0,6.0,0.0,13.0,0.0,21.0,48.0,7.0,0.0,0.0,0.0,0.0,37.0,2.0,17.0,1.0,0.0,0.0,22.0,2.0,1.0,19.0,0.0,0.0,2.0,0.0,21.0,1.0,3.0,207.0,54.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,65.0,0.0,6.0,44.0,1.0,0.0,15.0,8.0,15.0,226.0,6.0,30.0,18.0,0.0,42.0,13.0,467.0,10.0,173.0
도봉구 창제1동,23.0,8.0,26.0,2.0,59.0,11.0,0.0,226.0,0.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,31.0,35.0,5.0,0.0,0.0,47.0,0.0,28.0,4.0,0.0,27.0,0.0,23.0,92.0,3.0,5.0,1.0,0.0,0.0,56.0,1.0,31.0,3.0,0.0,0.0,51.0,0.0,8.0,25.0,0.0,0.0,2.0,1.0,28.0,0.0,4.0,338.0,105.0,4.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,1.0,0.0,4.0,1.0,2.0,0.0,35.0,0.0,0.0,101.0,2.0,15.0,51.0,1.0,0.0,23.0,8.0,26.0,347.0,3.0,33.0,35.0,5.0,79.0,27.0,781.0,27.0,265.0
