ADM_CD,행정동코드,total_all,solo_all,total_20,solo_20,total_30,solo_30,total_40,solo_40,total_50,solo_50,total_60,solo_60,total_70,solo_70,자치구,행정동명
11110560,1111056.0,37019.0,5443.0,8854.0,2502.0,6494.0,685.0,7786.0,482.0,6784.0,553.0,4176.0,473.0,2925.0,748.0,노원구,공릉2동
11070680,1107068.0,15123.0,3027.0,2441.0,295.0,2541.0,383.0,2993.0,496.0,3227.0,682.0,2216.0,590.0,1705.0,581.0,중랑구,망우3동
11070700,1107070.0,20472.0,2671.0,2931.0,169.0,4025.0,387.0,4121.0,351.0,4178.0,479.0,3000.0,494.0,2217.0,791.0,중랑구,신내2동
11070710,1107071.0,30493.0,6920.0,5371.0,1113.0,5816.0,1389.0,5843.0,1211.0,6150.0,1285.0,4355.0,1001.0,2958.0,921.0,중랑구,면목본동
11070720,1107072.0,23899.0,5051.0,4201.0,755.0,4244.0,964.0,4451.0,862.0,5042.0,948.0,3485.0,726.0,2476.0,796.0,중랑구,면목38동
11070730,1107073.0,28169.0,5604.0,4617.0,810.0,4814.0,842.0,4901.0,811.0,6221.0,1141.0,4426.0,975.0,3190.0,1025.0,중랑구,망우본동
11080580,1108058.0,13605.0,1670.0,2374.0,262.0,2279.0,258.0,2775.0,198.0,2776.0,236.0,1923.0,282.0,1478.0,434.0,성북구,돈암1동
11080590,1108059.0,17539.0,1228.0,2583.0,96.0,3116.0,190.0,4437.0,162.0,3478.0,175.0,2124.0,155.0,1801.0,450.0,성북구,돈암2동
11080600,1108060.0,17164.0,7965.0,7514.0,5424.0,2495.0,1033.0,2212.0,504.0,2145.0,308.0,1417.0,263.0,1381.0,433.0,성북구,안암동
11080610,1108061.0,12506.0,3042.0,2459.0,950.0,2362.0,544.0,2375.0,404.0,2320.0,385.0,1597.0,277.0,1393.0,482.0,성북구,보문동
11080680,1108068.0,13861.0,1844.0,2150.0,267.0,2382.0,284.0,2842.0,337.0,2925.0,207.0,2012.0,258.0,1550.0,491.0,성북구,길음2동
11110790,1111079.0,32398.0,7498.0,6797.0,3056.0,6252.0,1232.0,5532.0,821.0,6112.0,700.0,4610.0,761.0,3095.0,928.0,노원구,공릉1동
11080710,1108071.0,21923.0,2284.0,3039.0,298.0,4343.0,307.0,4803.0,268.0,4159.0,395.0,3201.0,445.0,2378.0,571.0,성북구,월곡1동
11080760,1108076.0,18873.0,2762.0,3066.0,391.0,2939.0,373.0,3800.0,360.0,4039.0,539.0,2847.0,504.0,2182.0,595.0,성북구,장위1동
11080770,1108077.0,17112.0,3033.0,2700.0,453.0,2770.0,426.0,3185.0,454.0,3545.0,537.0,2727.0,494.0,2185.0,669.0,성북구,장위2동
11120520,1112052.0,33830.0,5210.0,5219.0,771.0,6632.0,1010.0,6565.0,708.0,6570.0,681.0,4697.0,788.0,4147.0,1252.0,은평구,불광1동
11080840,1108084.0,34162.0,5976.0,6801.0,2190.0,6223.0,901.0,7101.0,598.0,6157.0,599.0,4159.0,552.0,3721.0,1136.0,성북구,종암동
11080850,1108085.0,30249.0,5223.0,5556.0,1354.0,5317.0,796.0,5312.0,693.0,6026.0,755.0,4557.0,692.0,3481.0,933.0,성북구,석관동
11090600,1109060.0,17208.0,5021.0,3051.0,1148.0,3260.0,1170.0,3258.0,853.0,3207.0,701.0,2499.0,602.0,1933.0,547.0,강북구,번1동
11090610,1109061.0,15381.0,2580.0,2269.0,184.0,2586.0,345.0,2880.0,320.0,2992.0,393.0,2551.0,533.0,2103.0,805.0,강북구,번2동
11090620,1109062.0,16840.0,2608.0,2147.0,107.0,2765.0,210.0,3136.0,222.0,2984.0,332.0,2932.0,618.0,2876.0,1119.0,강북구,번3동
11090640,1109064.0,18532.0,2718.0,2753.0,291.0,3004.0,381.0,3357.0,377.0,3761.0,476.0,3016.0,466.0,2641.0,727.0,강북구,수유2동
11090650,1109065.0,20331.0,5672.0,3659.0,1414.0,3747.0,1116.0,3507.0,832.0,3901.0,864.0,3042.0,696.0,2475.0,750.0,강북구,수유3동
11090710,1109071.0,26245.0,5297.0,4238.0,1021.0,4476.0,918.0,4686.0,693.0,5313.0,798.0,4200.0,841.0,3332.0,1026.0,강북구,송중동
11100510,1110051.0,18781.0,2608.0,3684.0,494.0,2858.0,386.0,3482.0,310.0,3741.0,402.0,2692.0,390.0,2324.0,626.0,도봉구,쌍문1동
11100520,1110052.0,17463.0,2840.0,2929.0,366.0,3037.0,402.0,3228.0,430.0,3481.0,486.0,2592.0,426.0,2196.0,730.0,도봉구,쌍문2동
11100530,1110053.0,15151.0,3103.0,2735.0,731.0,2808.0,563.0,2704.0,393.0,2926.0,447.0,2200.0,445.0,1778.0,524.0,도봉구,쌍문3동
11100540,1110054.0,17235.0,1499.0,2817.0,148.0,2483.0,206.0,3577.0,226.0,3794.0,271.0,2741.0,264.0,1823.0,384.0,도봉구,쌍문4동
11100550,1110055.0,26858.0,4061.0,4329.0,412.0,4015.0,576.0,4975.0,603.0,5792.0,774.0,4262.0,710.0,3485.0,986.0,도봉구,방학1동
11100560,1110056.0,18049.0,3220.0,2825.0,188.0,2763.0,351.0,3707.0,602.0,3785.0,673.0,2761.0,606.0,2208.0,800.0,도봉구,방학2동
