ADM_CD,사업체수_2022,종사자수_2022,농업 임업 및 어업,광업,제조업,전기 가스 증기 및 공기조절 공급업,수도 하수 및 폐기물 처리 원료 재생업,건설업,도매 및 소매업,운수 및 창고업,숙박 및 음식점업,정보통신업,금융 및 보험업,부동산업,전문 과학 및 기술 서비스업,사업시설 관리 사업 지원 및 임대 서비스업,공공행정 국방 및 사회보장 행정,교육 서비스업,보건업 및 사회복지 서비스업,예술 스포츠 및 여가관련 서비스업, 협회 및 단체 수리 및 기타 개인 서비스업,면적,금융기관_2022,금융기관_2023,유통업체수_2022,대형마트,백화점,전문점,쇼핑센터,복합쇼핑몰,그밖의 대규모점포,유통업체수_대형마트외,주택수_2020,단독주택수,일반단독주택,다가구주택,영업겸용주택,아파트,연립주택,다세대주택,비거주용건물내주택,대학교,기타대학
11230650.0,5921,44391,0,0,822,2,2,1700,7463,1380,1794,7061,3250,2604,6815,7181,76,1338,1691,333,879,1.15,0,0,0,0,0,0,0,0,0,0,11862,297,25,228,44,8691,258,2561,55,0.0,0.0
11230660.0,2535,18641,7,0,321,98,0,2053,2775,322,899,3039,664,727,1368,904,0,1065,3687,272,440,1.02,0,0,1,0,0,0,0,0,1,1,6840,129,11,84,34,5802,187,664,58,0.0,0.0
11230670.0,2827,20777,0,1,1190,3,212,3151,3538,171,1134,2275,857,1242,3676,1018,21,1103,388,429,368,1.02,0,0,0,0,0,0,0,0,0,0,10213,45,0,22,21,9727,126,245,70,0.0,0.0
11230680.0,259,1090,0,0,12,0,17,168,117,426,17,14,7,115,21,11,19,101,15,3,27,1.27,0,0,0,0,0,0,0,0,0,0,1608,7,0,0,0,1499,0,102,0,0.0,0.0
11230800.0,1336,4154,0,0,39,4,2,111,563,88,375,102,92,420,234,36,22,1179,561,108,218,2.51,0,0,0,0,0,0,0,0,0,0,7063,62,6,40,16,6681,9,292,19,0.0,0.0
11230511.0,802,10586,4,0,24,305,201,105,662,210,179,634,56,1267,318,4924,400,287,810,74,126,1.24,0,0,1,0,0,0,0,0,1,1,6680,0,0,0,0,6678,0,0,0,0.0,0.0
11230710.0,2844,10958,0,0,375,0,1,1969,2589,185,547,606,66,425,1521,869,92,477,642,149,445,1.49,0,0,0,0,0,0,0,0,0,0,7409,258,5,174,79,3451,481,3031,188,0.0,0.0
11230760.0,2620,10025,2,0,536,0,1,570,2473,1085,556,421,76,466,746,217,74,1018,1256,105,423,6.36,0,0,0,0,0,0,0,0,0,0,12596,758,228,466,64,11467,199,163,9,0.0,0.0
11230720.0,737,9847,3,0,15,2,0,38,454,77,396,183,51,215,98,34,46,722,7210,113,190,2.58,0,0,1,0,0,0,0,0,1,1,7280,104,7,97,0,6884,291,0,0,0.0,0.0
11230730.0,2227,6756,0,0,66,127,75,1142,611,1177,426,344,15,116,218,957,78,395,682,154,173,0.92,0,0,2,0,0,0,0,0,2,2,4792,506,32,383,91,3033,7,1178,68,0.0,0.0
11230750.0,2144,18884,0,0,258,128,5,2647,4152,704,782,537,599,503,1593,4252,80,456,1103,335,750,1.43,0,0,1,0,0,0,0,0,1,1,7246,58,31,22,5,7185,0,0,0,0.0,0.0
11240510.0,898,2399,16,0,180,0,0,119,460,263,144,38,184,104,53,69,20,143,361,22,223,0.77,0,0,0,0,0,0,0,0,0,0,3296,892,33,767,92,1596,204,562,42,0.0,0.0
11240520.0,1794,16942,0,0,423,8,65,711,1543,444,482,142,79,258,623,541,394,841,9978,91,319,1.59,0,0,0,0,0,0,0,0,0,0,7608,499,14,378,107,5535,178,1341,55,0.0,0.0
11240530.0,1249,3680,4,0,148,1,16,310,867,228,322,133,4,105,108,54,15,335,757,82,191,0.51,0,0,0,0,0,0,0,0,0,0,3552,410,9,311,90,1542,212,1345,43,0.0,0.0
11240540.0,1359,4916,1,0,226,2,0,255,579,265,385,48,78,205,341,126,25,406,1683,116,175,0.53,0,0,0,0,0,0,0,0,0,0,5382,306,14,249,43,4442,61,544,29,0.0,0.0
11240550.0,1447,3223,0,0,153,1,0,221,529,788,264,72,13,156,62,39,62,228,377,39,219,0.58,0,0,1,0,0,0,0,0,1,1,5299,986,145,689,152,2326,171,1748,68,0.0,0.0
11240560.0,1793,4759,0,0,257,0,0,190,1005,812,419,78,37,132,199,42,219,238,770,79,282,0.89,0,0,1,0,0,0,0,0,1,1,5354,938,184,614,140,1321,404,2595,96,0.0,0.0
11240570.0,2025,7906,0,0,416,1,99,609,1599,666,774,227,46,268,975,138,84,1252,273,176,303,0.5,0,0,0,0,0,0,0,0,0,0,4921,127,0,70,57,2146,310,2250,88,0.0,0.0
11240580.0,5101,24960,0,0,1309,19,13,3410,4695,454,2694,3511,988,1158,2086,1923,21,581,1076,319,703,0.8,0,0,0,0,0,0,0,0,0,0,8214,342,7,233,102,1212,621,5948,91,0.0,0.0
11240590.0,771,5088,2,0,18,1,3,71,509,18,367,19,109,126,81,661,536,1171,108,1137,151,3.17,0,0,1,0,0,0,0,0,1,1,5543,0,0,0,0,5540,0,0,0,1.0,0.0
11240600.0,3539,20586,8,0,692,1,1,3487,3028,637,924,581,244,426,817,6454,62,1293,756,652,523,1.65,0,0,1,0,0,0,0,0,1,1,12963,367,0,228,136,7216,560,4674,146,0.0,0.0
11240610.0,3496,13713,0,0,267,10,12,3742,1775,710,1832,678,167,352,1149,584,20,504,1204,177,530,0.79,0,0,1,0,0,0,0,0,1,1,9335,405,0,280,123,1267,393,7168,102,0.0,0.0
11240620.0,1285,3934,0,0,137,2,0,291,753,100,349,46,31,195,375,235,21,826,339,62,172,0.53,0,0,0,0,0,0,0,0,0,0,6583,120,0,87,33,4575,155,1705,28,0.0,0.0
11240630.0,3916,15906,2,0,431,0,1,2466,2517,429,1727,540,650,654,1368,1608,41,932,1476,279,785,0.95,0,0,1,0,0,0,0,0,1,1,12091,510,7,360,143,1066,423,9931,161,0.0,0.0
11240640.0,2829,10270,0,0,433,2,60,1278,1747,508,906,460,249,524,959,322,132,911,1036,245,498,0.95,0,0,0,0,0,0,0,0,0,0,11497,477,0,364,113,479,284,10168,89,0.0,0.0
11240650.0,4874,29914,6,0,563,17,48,5532,5040,523,1841,2010,765,2126,4797,1096,1068,1219,2311,375,577,1.13,0,0,0,0,0,0,0,0,0,0,8410,332,0,171,158,4975,231,2742,130,0.0,0.0
11240660.0,3731,12330,33,0,135,0,38,40,8889,93,440,85,118,477,169,584,52,376,429,52,320,1.34,0,0,0,0,0,0,0,0,0,0,9716,0,0,0,0,9716,0,0,0,0.0,0.0
11240670.0,3314,12174,0,0,405,3,34,1714,2578,569,734,348,106,869,1535,828,21,866,936,157,471,0.96,0,0,1,0,0,0,0,0,1,1,10424,273,0,156,116,6417,188,3452,94,0.0,0.0
11240680.0,1932,7535,0,4,306,4,43,1911,1666,275,565,217,61,501,560,226,20,366,380,128,302,0.56,0,0,0,0,0,0,0,0,0,0,6783,223,0,122,101,3181,187,3102,90,0.0,0.0
11240690.0,13609,100070,4,3,2658,20,216,28037,17941,4376,3299,9847,703,3915,18804,4806,1935,684,1269,457,1096,2.2,0,0,3,1,0,0,1,0,1,2,5607,0,0,0,0,5606,0,0,0,0.0,0.0
11240810.0,1983,9411,0,0,130,2,31,700,936,2226,444,147,39,263,1601,660,68,1030,682,131,321,1.37,0,0,0,0,0,0,0,0,0,0,11732,269,0,177,89,8253,194,2945,71,0.0,0.0
11240820.0,1609,5929,9,0,35,1,3,126,741,1577,625,53,29,294,139,69,27,1046,862,119,174,2.55,0,0,0,0,0,0,0,0,0,0,9962,0,0,0,0,9962,0,0,0,0.0,0.0
11240710.0,4307,22020,0,0,268,1,8,3891,3409,369,2743,949,341,1096,2506,1293,1276,907,1504,582,877,0.94,0,0,0,0,0,0,0,0,0,0,9583,593,5,449,139,1145,124,7576,145,0.0,0.0
11240790.0,1228,4519,0,0,10,2,0,77,696,311,293,71,57,270,105,33,255,1045,399,681,214,2.18,0,0,0,0,0,0,0,0,0,0,11241,0,0,0,0,11241,0,0,0,0.0,0.0
11240800.0,2087,8939,0,0,50,6,0,76,2544,129,1626,132,133,356,239,175,109,667,540,1901,256,1.49,0,0,5,1,1,1,0,0,2,4,11046,0,0,0,0,11046,0,0,0,0.0,0.0
11240750.0,626,1806,0,0,11,1,5,28,325,64,168,50,40,133,40,14,57,521,241,33,75,1.56,0,0,0,0,0,0,0,0,0,0,6866,0,0,0,0,6864,0,0,0,0.0,0.0
11240770.0,3598,55087,2,0,454,1,0,3300,13148,1982,3895,16309,3968,1182,4321,1353,1863,551,1485,460,813,2.79,0,0,6,2,1,1,2,0,0,4,5372,0,0,0,0,5372,0,0,0,0.0,0.0
11240780.0,338,1289,0,0,4,3,0,103,153,26,36,8,43,85,43,144,11,443,22,37,128,0.6,0,0,1,0,0,0,0,0,1,1,3198,0,0,0,0,3198,0,0,0,0.0,0.0
11250750.0,1618,4963,0,0,26,6,0,354,618,1648,271,55,18,145,83,78,61,633,759,90,118,2.26,0,0,0,0,0,0,0,0,0,0,11745,31,18,7,6,11638,0,76,0,0.0,0.0
11250760.0,1741,7197,2,0,126,5,1,168,1134,224,635,94,44,297,190,138,54,1253,2389,236,207,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
11250770.0,541,19974,0,0,68,0,1,13427,437,110,283,311,25,174,3464,843,26,332,293,51,129,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
11250530.0,2680,8064,1,0,167,1,1,346,1459,223,1013,74,98,341,156,532,23,676,2168,260,525,0.61,0,0,0,0,0,0,0,0,0,0,8248,253,6,166,81,6765,119,1050,61,0.0,0.0
11250540.0,1515,5549,0,0,93,1,0,510,936,105,752,82,95,284,77,52,49,1523,679,123,188,0.97,0,0,1,1,0,0,0,0,0,0,4629,152,0,84,66,4196,0,255,26,0.0,0.0
11250550.0,1161,2970,1,0,65,1,0,85,418,212,247,78,16,179,54,56,80,851,412,52,163,1.51,0,0,0,0,0,0,0,0,0,0,7536,324,22,237,65,6854,0,315,43,0.0,0.0
11250560.0,1312,5376,121,0,114,16,32,82,612,1148,451,237,48,243,71,86,18,951,739,189,218,2.5,0,0,0,0,0,0,0,0,0,0,6605,555,14,441,100,5589,0,426,35,0.0,0.0
11250720.0,2709,6645,1,0,426,0,2,382,1195,557,667,223,124,179,111,176,29,316,1755,141,361,1.02,0,0,0,0,0,0,0,0,0,0,10089,1139,20,889,230,2790,247,5829,84,0.0,0.0
11250580.0,1248,3858,1,0,123,10,8,160,557,446,352,48,37,127,87,763,46,354,410,127,202,1.18,0,0,0,0,0,0,0,0,0,0,5214,177,22,111,44,4139,16,855,27,0.0,0.0
11250590.0,1335,2740,1,0,98,2,131,96,715,142,167,73,6,132,87,75,77,571,221,32,114,2.51,0,0,0,0,0,0,0,0,0,0,5583,209,85,104,20,4808,38,512,16,0.0,0.0
11250610.0,2438,5736,0,0,322,0,1,514,1044,670,495,158,137,211,123,161,41,700,789,81,289,0.71,0,0,1,1,0,0,0,0,0,0,8035,1009,22,808,179,2612,388,3958,68,0.0,0.0
11250730.0,4736,16059,0,0,638,3,7,918,4818,657,2036,213,309,513,395,740,102,538,3276,345,551,1.57,0,0,3,1,1,0,0,0,1,2,9362,1488,103,1134,251,2641,189,4901,143,0.0,0.0
11250630.0,2570,10141,2,0,256,0,25,434,2469,677,870,523,566,414,789,1259,63,279,948,132,435,0.79,0,0,0,0,0,0,0,0,0,0,7964,995,85,785,125,4651,204,2084,30,0.0,0.0
11250650.0,3089,19008,0,0,549,1,259,2370,2903,512,902,453,211,278,979,4173,2903,627,1293,122,473,0.58,0,0,0,0,0,0,0,0,0,0,6767,187,0,113,70,3288,317,2863,112,0.0,0.0
11250660.0,2537,6978,0,0,285,1,66,628,1270,454,852,156,469,322,379,366,24,170,977,121,438,0.67,0,0,1,0,0,0,0,0,1,1,6199,1244,44,902,298,1775,124,2950,106,0.0,0.0
11250670.0,3315,9342,36,0,503,6,4,837,2228,249,1254,283,197,336,820,499,33,474,856,231,496,0.71,0,0,1,0,0,0,0,0,1,1,6685,573,7,400,166,2730,148,3151,83,0.0,0.0
11250740.0,6509,20017,0,1,717,22,7,2600,2970,1779,1893,483,609,813,654,1078,229,968,4027,329,838,1.61,0,0,2,0,0,0,0,0,2,2,14776,830,16,590,224,8719,588,4492,147,0.0,0.0
11250700.0,23,246,0,0,1,0,0,1,36,10,6,1,0,0,0,0,0,176,0,7,8,0.92,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0.0,0.0
11250710.0,2080,9970,4,0,288,2,0,640,2444,619,699,120,54,243,339,113,100,610,3272,134,289,1.56,0,0,0,0,0,0,0,0,0,0,7962,543,31,377,135,5011,154,2187,67,0.0,0.0
