ADM_CD,네일숍_2024,미용실_2024,분식전문점_2024,애완동물_2024,한식음식점_2024,양식음식점_2024,일식음식점_2024,중식음식점_2024,치킨전문점_2024,커피-음료_2024,패스트푸드점_2024,제과점_2024,편의점_2024,호프-간이주점_2024
11020540.0,13.0,36.0,69.0,8.0,350.0,86.0,36.0,36.0,5.0,13.0,17.0,32.0,34.0,3.0
11020550.0,22.0,72.0,114.0,13.0,569.0,186.0,88.0,63.0,9.0,47.0,29.0,36.0,52.0,6.0
11020570.0,3.0,19.0,69.0,7.0,314.0,111.0,38.0,24.0,7.0,13.0,5.0,13.0,23.0,14.0
11020580.0,1.0,7.0,14.0,1.0,80.0,36.0,10.0,6.0,0.0,5.0,0.0,9.0,8.0,3.0
11020590.0,17.0,23.0,52.0,4.0,315.0,88.0,35.0,17.0,7.0,10.0,14.0,14.0,25.0,6.0
11020600.0,1.0,8.0,64.0,5.0,263.0,84.0,42.0,17.0,2.0,9.0,3.0,8.0,19.0,12.0
11020650.0,23.0,150.0,95.0,34.0,419.0,90.0,50.0,38.0,17.0,23.0,16.0,26.0,43.0,22.0
11020670.0,4.0,25.0,31.0,8.0,174.0,12.0,18.0,9.0,6.0,1.0,6.0,8.0,7.0,5.0
11020680.0,4.0,20.0,22.0,3.0,83.0,19.0,6.0,6.0,3.0,3.0,0.0,8.0,8.0,3.0
11020690.0,26.0,156.0,108.0,35.0,473.0,102.0,56.0,44.0,20.0,23.0,17.0,29.0,48.0,27.0
11020700.0,23.0,150.0,95.0,34.0,419.0,90.0,50.0,38.0,17.0,23.0,16.0,26.0,43.0,22.0
11020710.0,23.0,150.0,95.0,34.0,419.0,90.0,50.0,38.0,17.0,23.0,16.0,26.0,43.0,22.0
11020720.0,23.0,150.0,95.0,34.0,419.0,90.0,50.0,38.0,17.0,23.0,16.0,26.0,43.0,22.0
11020730.0,23.0,150.0,95.0,34.0,419.0,90.0,50.0,38.0,17.0,23.0,16.0,26.0,43.0,22.0
11030510.0,2.0,22.0,18.0,5.0,60.0,35.0,16.0,5.0,2.0,8.0,1.0,6.0,9.0,3.0
11030520.0,6.0,16.0,11.0,5.0,49.0,92.0,10.0,3.0,1.0,3.0,4.0,5.0,12.0,5.0
11030530.0,2.0,22.0,28.0,2.0,192.0,51.0,37.0,19.0,2.0,9.0,8.0,17.0,13.0,4.0
11030570.0,3.0,16.0,7.0,5.0,42.0,9.0,3.0,8.0,2.0,1.0,0.0,5.0,9.0,1.0
11030580.0,4.0,6.0,3.0,5.0,12.0,8.0,4.0,1.0,1.0,1.0,0.0,3.0,5.0,0.0
11030590.0,3.0,24.0,13.0,4.0,49.0,8.0,5.0,0.0,3.0,0.0,0.0,7.0,5.0,0.0
11030630.0,8.0,34.0,16.0,11.0,74.0,25.0,24.0,9.0,3.0,5.0,0.0,5.0,7.0,2.0
11030640.0,8.0,34.0,16.0,11.0,74.0,25.0,24.0,9.0,3.0,5.0,0.0,5.0,7.0,2.0
11030650.0,7.0,54.0,33.0,19.0,185.0,404.0,28.0,22.0,1.0,29.0,3.0,12.0,17.0,9.0
11030660.0,7.0,54.0,33.0,19.0,185.0,404.0,28.0,22.0,1.0,29.0,3.0,12.0,17.0,9.0
11030690.0,0.0,9.0,5.0,0.0,19.0,8.0,1.0,3.0,1.0,2.0,0.0,1.0,6.0,0.0
11030700.0,6.0,36.0,19.0,6.0,74.0,22.0,5.0,7.0,5.0,3.0,4.0,2.0,6.0,1.0
11030710.0,5.0,43.0,42.0,6.0,135.0,62.0,15.0,9.0,3.0,7.0,3.0,8.0,11.0,5.0
11030720.0,6.0,23.0,14.0,6.0,136.0,34.0,11.0,10.0,7.0,5.0,4.0,9.0,10.0,3.0
11030730.0,21.0,59.0,33.0,14.0,387.0,209.0,80.0,33.0,4.0,5.0,10.0,37.0,21.0,4.0
11030740.0,14.0,48.0,24.0,13.0,199.0,236.0,48.0,22.0,4.0,18.0,10.0,29.0,11.0,7.0
11040520.0,18.0,60.0,13.0,16.0,70.0,18.0,11.0,7.0,3.0,1.0,4.0,10.0,14.0,3.0
11040540.0,4.0,27.0,9.0,6.0,109.0,9.0,3.0,6.0,3.0,3.0,3.0,3.0,8.0,1.0
11040550.0,29.0,89.0,32.0,26.0,263.0,43.0,31.0,23.0,17.0,10.0,16.0,18.0,34.0,14.0
11040560.0,28.0,84.0,29.0,26.0,240.0,42.0,30.0,19.0,16.0,10.0,15.0,16.0,27.0,14.0
11040570.0,28.0,84.0,29.0,26.0,240.0,42.0,30.0,19.0,16.0,10.0,15.0,16.0,27.0,14.0
11040580.0,2.0,13.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0
11040590.0,5.0,22.0,2.0,4.0,27.0,8.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0
11040620.0,6.0,30.0,4.0,8.0,35.0,11.0,2.0,3.0,5.0,1.0,1.0,4.0,6.0,0.0
11040650.0,18.0,84.0,26.0,8.0,209.0,127.0,27.0,16.0,11.0,6.0,9.0,38.0,25.0,4.0
11040660.0,18.0,84.0,26.0,8.0,209.0,127.0,27.0,16.0,11.0,6.0,9.0,38.0,25.0,4.0
11040670.0,20.0,81.0,33.0,8.0,384.0,91.0,57.0,28.0,6.0,7.0,8.0,31.0,42.0,9.0
11040680.0,20.0,81.0,33.0,8.0,384.0,91.0,57.0,28.0,6.0,7.0,8.0,31.0,42.0,9.0
11040690.0,3.0,16.0,1.0,4.0,38.0,5.0,1.0,3.0,2.0,1.0,2.0,5.0,5.0,1.0
11040700.0,7.0,43.0,11.0,7.0,145.0,11.0,12.0,7.0,9.0,5.0,6.0,6.0,13.0,7.0
11040710.0,38.0,101.0,23.0,27.0,244.0,26.0,30.0,16.0,10.0,8.0,4.0,18.0,23.0,11.0
11040720.0,9.0,56.0,13.0,4.0,94.0,12.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,4.0
11040730.0,9.0,28.0,7.0,9.0,49.0,18.0,7.0,4.0,2.0,3.0,2.0,9.0,7.0,0.0
11050530.0,24.0,70.0,68.0,12.0,304.0,87.0,60.0,28.0,7.0,26.0,11.0,16.0,34.0,42.0
11050540.0,12.0,54.0,33.0,8.0,139.0,29.0,29.0,20.0,7.0,5.0,3.0,6.0,13.0,4.0
11050550.0,48.0,217.0,80.0,44.0,361.0,31.0,54.0,20.0,9.0,51.0,13.0,25.0,50.0,19.0
11050560.0,48.0,217.0,80.0,44.0,361.0,31.0,54.0,20.0,9.0,51.0,13.0,25.0,50.0,19.0
11050570.0,48.0,217.0,80.0,44.0,361.0,31.0,54.0,20.0,9.0,51.0,13.0,25.0,50.0,19.0
11050580.0,48.0,217.0,80.0,44.0,361.0,31.0,54.0,20.0,9.0,51.0,13.0,25.0,50.0,19.0
11050590.0,8.0,19.0,6.0,7.0,56.0,15.0,11.0,6.0,0.0,0.0,3.0,4.0,15.0,7.0
11050600.0,41.0,161.0,82.0,40.0,399.0,45.0,65.0,40.0,12.0,17.0,27.0,29.0,54.0,5.0
11050610.0,41.0,161.0,82.0,40.0,399.0,45.0,65.0,40.0,12.0,17.0,27.0,29.0,54.0,5.0
11050620.0,41.0,161.0,82.0,40.0,399.0,45.0,65.0,40.0,12.0,17.0,27.0,29.0,54.0,5.0
11050630.0,7.0,38.0,17.0,9.0,79.0,13.0,9.0,5.0,1.0,1.0,4.0,8.0,14.0,0.0
11050640.0,46.0,230.0,73.0,45.0,406.0,65.0,57.0,126.0,16.0,11.0,18.0,37.0,59.0,7.0
11050650.0,46.0,230.0,73.0,45.0,406.0,65.0,57.0,126.0,16.0,11.0,18.0,37.0,59.0,7.0
11050660.0,46.0,230.0,73.0,45.0,406.0,65.0,57.0,126.0,16.0,11.0,18.0,37.0,59.0,7.0
11050670.0,46.0,230.0,73.0,45.0,406.0,65.0,57.0,126.0,16.0,11.0,18.0,37.0,59.0,7.0
11060710.0,8.0,36.0,22.0,5.0,132.0,28.0,15.0,33.0,6.0,3.0,5.0,10.0,11.0,7.0
11060720.0,7.0,52.0,20.0,9.0,125.0,16.0,8.0,4.0,7.0,2.0,7.0,8.0,25.0,4.0
11060730.0,7.0,52.0,20.0,9.0,125.0,16.0,8.0,4.0,7.0,2.0,7.0,8.0,25.0,4.0
11060800.0,8.0,41.0,20.0,14.0,126.0,8.0,9.0,5.0,6.0,0.0,1.0,5.0,10.0,5.0
11060810.0,13.0,60.0,35.0,17.0,326.0,19.0,17.0,18.0,8.0,4.0,10.0,10.0,34.0,6.0
11060820.0,6.0,49.0,26.0,3.0,234.0,16.0,11.0,22.0,9.0,2.0,8.0,10.0,16.0,6.0
11060830.0,17.0,113.0,33.0,22.0,218.0,13.0,22.0,15.0,12.0,5.0,16.0,21.0,30.0,9.0
11060840.0,17.0,113.0,33.0,22.0,218.0,13.0,22.0,15.0,12.0,5.0,16.0,21.0,30.0,9.0
11060860.0,25.0,81.0,29.0,28.0,178.0,15.0,11.0,10.0,8.0,1.0,3.0,15.0,26.0,6.0
11060870.0,48.0,172.0,54.0,51.0,529.0,33.0,42.0,38.0,13.0,7.0,21.0,24.0,47.0,16.0
11060880.0,48.0,172.0,54.0,51.0,529.0,33.0,42.0,38.0,13.0,7.0,21.0,24.0,47.0,16.0
11060890.0,9.0,70.0,27.0,10.0,160.0,20.0,19.0,20.0,17.0,4.0,9.0,9.0,21.0,7.0
11060900.0,9.0,70.0,27.0,10.0,160.0,20.0,19.0,20.0,17.0,4.0,9.0,9.0,21.0,7.0
11060910.0,25.0,81.0,29.0,28.0,178.0,15.0,11.0,10.0,8.0,1.0,3.0,15.0,26.0,6.0
11070520.0,69.0,314.0,113.0,69.0,655.0,34.0,40.0,36.0,34.0,16.0,22.0,39.0,84.0,89.0
11070540.0,69.0,314.0,113.0,69.0,655.0,34.0,40.0,36.0,34.0,16.0,22.0,39.0,84.0,89.0
11070550.0,69.0,314.0,113.0,69.0,655.0,34.0,40.0,36.0,34.0,16.0,22.0,39.0,84.0,89.0
11070570.0,69.0,314.0,113.0,69.0,655.0,34.0,40.0,36.0,34.0,16.0,22.0,39.0,84.0,89.0
11070590.0,19.0,101.0,35.0,21.0,271.0,22.0,26.0,18.0,12.0,13.0,10.0,10.0,34.0,51.0
11070600.0,19.0,101.0,35.0,21.0,271.0,22.0,26.0,18.0,12.0,13.0,10.0,10.0,34.0,51.0
11070610.0,20.0,89.0,33.0,13.0,203.0,6.0,7.0,7.0,13.0,1.0,12.0,10.0,31.0,30.0
11070620.0,20.0,89.0,33.0,13.0,203.0,6.0,7.0,7.0,13.0,1.0,12.0,10.0,31.0,30.0
11070640.0,21.0,112.0,35.0,23.0,182.0,13.0,25.0,13.0,9.0,2.0,7.0,13.0,20.0,32.0
11070650.0,21.0,112.0,35.0,23.0,182.0,13.0,25.0,13.0,9.0,2.0,7.0,13.0,20.0,32.0
11070680.0,20.0,121.0,53.0,24.0,221.0,14.0,20.0,16.0,12.0,3.0,13.0,17.0,39.0,25.0
11070690.0,22.0,75.0,19.0,19.0,167.0,9.0,17.0,14.0,11.0,1.0,9.0,16.0,23.0,17.0
11070700.0,22.0,75.0,19.0,19.0,167.0,9.0,17.0,14.0,11.0,1.0,9.0,16.0,23.0,17.0
11070710.0,69.0,314.0,113.0,69.0,655.0,34.0,40.0,36.0,34.0,16.0,22.0,39.0,84.0,89.0
11070720.0,69.0,314.0,113.0,69.0,655.0,34.0,40.0,36.0,34.0,16.0,22.0,39.0,84.0,89.0
11070730.0,20.0,121.0,53.0,24.0,221.0,14.0,20.0,16.0,12.0,3.0,13.0,17.0,39.0,25.0
11080580.0,5.0,31.0,5.0,5.0,22.0,5.0,2.0,2.0,5.0,0.0,4.0,2.0,4.0,0.0
11080590.0,5.0,31.0,5.0,5.0,22.0,5.0,2.0,2.0,5.0,0.0,4.0,2.0,4.0,0.0
11080600.0,4.0,40.0,27.0,1.0,133.0,36.0,18.0,21.0,11.0,6.0,10.0,6.0,21.0,11.0
11080610.0,7.0,37.0,7.0,5.0,63.0,9.0,8.0,6.0,0.0,4.0,1.0,4.0,11.0,2.0
11080620.0,37.0,213.0,57.0,48.0,323.0,40.0,32.0,28.0,39.0,10.0,29.0,43.0,55.0,17.0
11080630.0,22.0,143.0,37.0,28.0,237.0,28.0,17.0,17.0,30.0,5.0,22.0,22.0,39.0,12.0
11080640.0,17.0,112.0,32.0,23.0,215.0,23.0,15.0,15.0,25.0,5.0,18.0,20.0,35.0,12.0
11080650.0,17.0,112.0,32.0,23.0,215.0,23.0,15.0,15.0,25.0,5.0,18.0,20.0,35.0,12.0
11080660.0,15.0,70.0,20.0,20.0,86.0,12.0,15.0,11.0,9.0,5.0,7.0,21.0,16.0,5.0
11080680.0,30.0,156.0,44.0,46.0,268.0,27.0,32.0,25.0,29.0,10.0,21.0,34.0,34.0,10.0
11080710.0,15.0,86.0,24.0,26.0,182.0,15.0,17.0,14.0,20.0,5.0,14.0,13.0,18.0,5.0
11080720.0,15.0,102.0,27.0,26.0,217.0,21.0,18.0,17.0,23.0,5.0,16.0,14.0,24.0,6.0
11080760.0,17.0,91.0,25.0,24.0,155.0,5.0,8.0,10.0,11.0,8.0,5.0,11.0,27.0,8.0
11080770.0,17.0,91.0,25.0,24.0,155.0,5.0,8.0,10.0,11.0,8.0,5.0,11.0,27.0,8.0
11080780.0,17.0,91.0,25.0,24.0,155.0,5.0,8.0,10.0,11.0,8.0,5.0,11.0,27.0,8.0
11080810.0,6.0,32.0,6.0,6.0,62.0,24.0,12.0,3.0,2.0,6.0,4.0,9.0,10.0,2.0
11080820.0,14.0,87.0,26.0,13.0,195.0,24.0,23.0,20.0,9.0,7.0,11.0,7.0,15.0,6.0
11080830.0,36.0,123.0,37.0,16.0,192.0,56.0,24.0,22.0,16.0,12.0,14.0,16.0,15.0,11.0
11080840.0,8.0,72.0,16.0,10.0,134.0,7.0,10.0,6.0,7.0,4.0,6.0,9.0,18.0,6.0
11080850.0,13.0,76.0,19.0,14.0,174.0,6.0,9.0,8.0,15.0,10.0,5.0,6.0,13.0,11.0
11090600.0,30.0,113.0,34.0,22.0,185.0,16.0,9.0,12.0,15.0,7.0,14.0,9.0,27.0,10.0
11090610.0,30.0,113.0,34.0,22.0,185.0,16.0,9.0,12.0,15.0,7.0,14.0,9.0,27.0,10.0
11090620.0,30.0,113.0,34.0,22.0,185.0,16.0,9.0,12.0,15.0,7.0,14.0,9.0,27.0,10.0
11090630.0,53.0,274.0,86.0,53.0,635.0,38.0,47.0,27.0,26.0,29.0,24.0,30.0,56.0,31.0
11090640.0,53.0,274.0,86.0,53.0,635.0,38.0,47.0,27.0,26.0,29.0,24.0,30.0,56.0,31.0
11090650.0,53.0,274.0,86.0,53.0,635.0,38.0,47.0,27.0,26.0,29.0,24.0,30.0,56.0,31.0
11090690.0,62.0,304.0,93.0,73.0,601.0,23.0,43.0,38.0,27.0,24.0,22.0,40.0,58.0,38.0
11090700.0,62.0,304.0,93.0,73.0,601.0,23.0,43.0,38.0,27.0,24.0,22.0,40.0,58.0,38.0
11090710.0,62.0,304.0,93.0,73.0,601.0,23.0,43.0,38.0,27.0,24.0,22.0,40.0,58.0,38.0
11090720.0,62.0,304.0,93.0,73.0,601.0,23.0,43.0,38.0,27.0,24.0,22.0,40.0,58.0,38.0
11090730.0,62.0,304.0,93.0,73.0,601.0,23.0,43.0,38.0,27.0,24.0,22.0,40.0,58.0,38.0
11090740.0,54.0,287.0,92.0,57.0,734.0,41.0,50.0,29.0,29.0,34.0,26.0,33.0,66.0,33.0
11090750.0,53.0,274.0,86.0,53.0,635.0,38.0,47.0,27.0,26.0,29.0,24.0,30.0,56.0,31.0
11100510.0,31.0,156.0,43.0,39.0,205.0,23.0,23.0,19.0,21.0,0.0,9.0,10.0,42.0,1.0
11100520.0,31.0,156.0,43.0,39.0,205.0,23.0,23.0,19.0,21.0,0.0,9.0,10.0,42.0,1.0
11100530.0,31.0,156.0,43.0,39.0,205.0,23.0,23.0,19.0,21.0,0.0,9.0,10.0,42.0,1.0
11100540.0,31.0,156.0,43.0,39.0,205.0,23.0,23.0,19.0,21.0,0.0,9.0,10.0,42.0,1.0
11100550.0,22.0,152.0,39.0,33.0,286.0,29.0,30.0,22.0,31.0,8.0,10.0,24.0,47.0,4.0
11100560.0,22.0,152.0,39.0,33.0,286.0,29.0,30.0,22.0,31.0,8.0,10.0,24.0,47.0,4.0
11100570.0,22.0,152.0,39.0,33.0,286.0,29.0,30.0,22.0,31.0,8.0,10.0,24.0,47.0,4.0
11100590.0,58.0,223.0,61.0,56.0,337.0,26.0,52.0,26.0,28.0,5.0,20.0,27.0,51.0,8.0
11100600.0,58.0,223.0,61.0,56.0,337.0,26.0,52.0,26.0,28.0,5.0,20.0,27.0,51.0,8.0
11100610.0,58.0,223.0,61.0,56.0,337.0,26.0,52.0,26.0,28.0,5.0,20.0,27.0,51.0,8.0
11100620.0,58.0,223.0,61.0,56.0,337.0,26.0,52.0,26.0,28.0,5.0,20.0,27.0,51.0,8.0
11100630.0,58.0,223.0,61.0,56.0,337.0,26.0,52.0,26.0,28.0,5.0,20.0,27.0,51.0,8.0
11100640.0,13.0,81.0,30.0,16.0,239.0,10.0,11.0,10.0,8.0,7.0,4.0,11.0,27.0,4.0
11100650.0,13.0,81.0,30.0,16.0,239.0,10.0,11.0,10.0,8.0,7.0,4.0,11.0,27.0,4.0
11110510.0,18.0,96.0,43.0,27.0,171.0,23.0,22.0,20.0,17.0,5.0,25.0,19.0,26.0,2.0
11110520.0,18.0,96.0,43.0,27.0,171.0,23.0,22.0,20.0,17.0,5.0,25.0,19.0,26.0,2.0
11110530.0,18.0,96.0,43.0,27.0,171.0,23.0,22.0,20.0,17.0,5.0,25.0,19.0,26.0,2.0
11110560.0,45.0,162.0,64.0,41.0,326.0,53.0,46.0,26.0,14.0,10.0,23.0,31.0,48.0,6.0
11110580.0,4.0,33.0,19.0,12.0,82.0,8.0,12.0,5.0,14.0,2.0,8.0,7.0,11.0,2.0
11110590.0,4.0,33.0,19.0,12.0,82.0,8.0,12.0,5.0,14.0,2.0,8.0,7.0,11.0,2.0
11110600.0,32.0,140.0,72.0,46.0,221.0,24.0,27.0,20.0,20.0,4.0,26.0,28.0,28.0,0.0
11110610.0,32.0,140.0,72.0,46.0,221.0,24.0,27.0,20.0,20.0,4.0,26.0,28.0,28.0,0.0
11110640.0,32.0,140.0,72.0,46.0,221.0,24.0,27.0,20.0,20.0,4.0,26.0,28.0,28.0,0.0
11110650.0,77.0,379.0,131.0,103.0,737.0,79.0,93.0,65.0,29.0,15.0,36.0,71.0,85.0,66.0
11110660.0,77.0,379.0,131.0,103.0,737.0,79.0,93.0,65.0,29.0,15.0,36.0,71.0,85.0,66.0
11110690.0,77.0,379.0,131.0,103.0,737.0,79.0,93.0,65.0,29.0,15.0,36.0,71.0,85.0,66.0
11110720.0,77.0,379.0,131.0,103.0,737.0,79.0,93.0,65.0,29.0,15.0,36.0,71.0,85.0,66.0
11110730.0,77.0,379.0,131.0,103.0,737.0,79.0,93.0,65.0,29.0,15.0,36.0,71.0,85.0,66.0
11110740.0,77.0,379.0,131.0,103.0,737.0,79.0,93.0,65.0,29.0,15.0,36.0,71.0,85.0,66.0
11110760.0,77.0,379.0,131.0,103.0,737.0,79.0,93.0,65.0,29.0,15.0,36.0,71.0,85.0,66.0
11110770.0,77.0,379.0,131.0,103.0,737.0,79.0,93.0,65.0,29.0,15.0,36.0,71.0,85.0,66.0
11110780.0,32.0,140.0,72.0,46.0,221.0,24.0,27.0,20.0,20.0,4.0,26.0,28.0,28.0,0.0
11110790.0,45.0,162.0,64.0,41.0,326.0,53.0,46.0,26.0,14.0,10.0,23.0,31.0,48.0,6.0
11120510.0,13.0,66.0,11.0,14.0,151.0,9.0,8.0,8.0,7.0,1.0,3.0,10.0,17.0,4.0
11120520.0,14.0,137.0,39.0,28.0,265.0,10.0,11.0,10.0,10.0,2.0,6.0,18.0,19.0,5.0
11120550.0,27.0,135.0,29.0,32.0,350.0,36.0,37.0,14.0,9.0,6.0,7.0,14.0,27.0,8.0
11120560.0,27.0,135.0,29.0,32.0,350.0,36.0,37.0,14.0,9.0,6.0,7.0,14.0,27.0,8.0
11120570.0,10.0,55.0,12.0,7.0,67.0,4.0,2.0,4.0,4.0,0.0,3.0,11.0,11.0,0.0
11120580.0,20.0,82.0,27.0,31.0,240.0,19.0,14.0,8.0,4.0,4.0,11.0,14.0,16.0,9.0
11120590.0,26.0,177.0,38.0,51.0,415.0,20.0,33.0,22.0,13.0,1.0,10.0,25.0,24.0,9.0
11120600.0,26.0,177.0,38.0,51.0,415.0,20.0,33.0,22.0,13.0,1.0,10.0,25.0,24.0,9.0
11120650.0,11.0,98.0,19.0,19.0,116.0,8.0,8.0,9.0,6.0,1.0,4.0,14.0,16.0,3.0
11120660.0,11.0,98.0,19.0,19.0,116.0,8.0,8.0,9.0,6.0,1.0,4.0,14.0,16.0,3.0
11120670.0,4.0,35.0,5.0,9.0,78.0,4.0,5.0,6.0,6.0,1.0,2.0,5.0,5.0,3.0
11120680.0,1.0,16.0,11.0,7.0,38.0,2.0,1.0,2.0,0.0,3.0,3.0,5.0,5.0,2.0
11120710.0,15.0,76.0,21.0,25.0,179.0,14.0,10.0,14.0,5.0,1.0,6.0,26.0,13.0,0.0
11120720.0,14.0,137.0,39.0,28.0,265.0,10.0,11.0,10.0,10.0,2.0,6.0,18.0,19.0,5.0
11120730.0,26.0,177.0,38.0,51.0,415.0,20.0,33.0,22.0,13.0,1.0,10.0,25.0,24.0,9.0
11120740.0,16.0,139.0,23.0,24.0,216.0,11.0,14.0,15.0,10.0,1.0,6.0,14.0,11.0,7.0
11130520.0,5.0,26.0,13.0,10.0,85.0,13.0,6.0,3.0,4.0,0.0,0.0,5.0,5.0,4.0
11130620.0,16.0,92.0,36.0,26.0,218.0,23.0,20.0,13.0,8.0,5.0,7.0,16.0,30.0,20.0
11130640.0,16.0,92.0,36.0,26.0,218.0,23.0,20.0,13.0,8.0,5.0,7.0,16.0,30.0,20.0
11130650.0,16.0,92.0,36.0,26.0,218.0,23.0,20.0,13.0,8.0,5.0,7.0,16.0,30.0,20.0
11130660.0,7.0,72.0,33.0,18.0,145.0,27.0,12.0,14.0,7.0,2.0,5.0,11.0,28.0,11.0
11130680.0,7.0,72.0,33.0,18.0,145.0,27.0,12.0,14.0,7.0,2.0,5.0,11.0,28.0,11.0
11130690.0,11.0,83.0,30.0,20.0,196.0,22.0,14.0,20.0,5.0,6.0,8.0,16.0,22.0,14.0
11130700.0,11.0,83.0,30.0,20.0,196.0,22.0,14.0,20.0,5.0,6.0,8.0,16.0,22.0,14.0
11130710.0,8.0,103.0,23.0,16.0,132.0,25.0,10.0,8.0,9.0,4.0,3.0,11.0,22.0,8.0
11130720.0,8.0,103.0,23.0,16.0,132.0,25.0,10.0,8.0,9.0,4.0,3.0,11.0,22.0,8.0
11130730.0,13.0,46.0,47.0,10.0,220.0,35.0,22.0,13.0,2.0,6.0,5.0,13.0,25.0,12.0
11130740.0,7.0,36.0,20.0,9.0,50.0,10.0,5.0,6.0,0.0,2.0,2.0,8.0,13.0,5.0
11130750.0,34.0,132.0,70.0,13.0,391.0,172.0,69.0,54.0,6.0,17.0,21.0,31.0,58.0,49.0
11130760.0,9.0,61.0,27.0,19.0,129.0,60.0,18.0,13.0,5.0,10.0,5.0,24.0,28.0,1.0
11140590.0,26.0,123.0,85.0,40.0,420.0,65.0,62.0,27.0,10.0,25.0,19.0,29.0,36.0,3.0
11140600.0,15.0,100.0,34.0,27.0,213.0,34.0,21.0,15.0,6.0,7.0,11.0,21.0,21.0,4.0
11140610.0,17.0,72.0,45.0,27.0,235.0,37.0,39.0,19.0,5.0,14.0,11.0,15.0,19.0,1.0
11140630.0,11.0,81.0,26.0,18.0,162.0,26.0,17.0,9.0,6.0,8.0,12.0,20.0,17.0,4.0
11140660.0,107.0,319.0,114.0,46.0,726.0,240.0,199.0,84.0,10.0,172.0,17.0,60.0,57.0,34.0
11140680.0,22.0,72.0,14.0,8.0,150.0,53.0,48.0,16.0,4.0,28.0,5.0,22.0,13.0,6.0
11140690.0,28.0,116.0,36.0,28.0,220.0,63.0,27.0,10.0,7.0,10.0,13.0,26.0,22.0,5.0
11140700.0,28.0,116.0,36.0,28.0,220.0,63.0,27.0,10.0,7.0,10.0,13.0,26.0,22.0,5.0
11140710.0,49.0,77.0,10.0,6.0,155.0,96.0,70.0,33.0,4.0,20.0,2.0,62.0,15.0,11.0
11140720.0,11.0,63.0,25.0,11.0,147.0,22.0,30.0,16.0,5.0,16.0,9.0,24.0,29.0,1.0
11140730.0,13.0,74.0,30.0,14.0,161.0,25.0,31.0,16.0,7.0,16.0,11.0,26.0,32.0,1.0
11140740.0,11.0,41.0,32.0,17.0,259.0,41.0,70.0,27.0,7.0,18.0,9.0,16.0,22.0,2.0
11140750.0,11.0,51.0,44.0,12.0,210.0,35.0,31.0,19.0,3.0,11.0,8.0,10.0,14.0,1.0
11140760.0,17.0,73.0,19.0,12.0,129.0,39.0,33.0,17.0,5.0,34.0,2.0,15.0,15.0,5.0
11140770.0,32.0,167.0,90.0,46.0,465.0,69.0,76.0,39.0,8.0,26.0,24.0,31.0,28.0,2.0
